timestamp_iso,frame_time_ms,fps,allocated_memory_mb,reserved_memory_mb,mono_used_mb
2026-05-09T13:03:30.785,37.91,26.4,225.25,370.64,10.26
2026-05-09T13:03:31.305,29.82,33.5,225.54,370.64,10.29
2026-05-09T13:03:31.808,34.24,29.2,225.54,370.64,10.32
2026-05-09T13:03:32.280,26.88,37.2,225.54,372.64,10.35
2026-05-09T13:03:32.796,32.50,30.8,225.54,372.64,10.39
2026-05-09T13:03:33.283,26.58,37.6,225.54,372.64,10.43
2026-05-09T13:03:33.793,30.74,32.5,227.60,372.64,10.47
2026-05-09T13:03:34.292,27.71,36.1,227.61,372.64,10.52
2026-05-09T13:03:34.774,16.40,61.0,227.61,372.64,10.57
2026-05-09T13:03:35.277,16.29,61.4,227.61,372.64,10.64
2026-05-09T13:03:35.770,15.99,62.5,227.61,372.64,10.72
2026-05-09T13:03:36.270,13.34,74.9,227.61,372.64,10.80
2026-05-09T13:03:36.772,15.13,66.1,227.61,372.64,10.89
2026-05-09T13:03:37.271,14.13,70.7,227.61,372.64,10.98
2026-05-09T13:03:37.771,13.61,73.5,227.61,372.64,11.07
2026-05-09T13:03:38.270,13.98,71.5,227.61,372.64,9.83
2026-05-09T13:03:38.772,14.06,71.1,227.61,372.64,9.89
2026-05-09T13:03:39.272,14.98,66.8,227.61,372.64,9.96
2026-05-09T13:03:39.774,12.94,77.3,227.61,372.64,10.02
2026-05-09T13:03:40.275,14.63,68.4,227.61,372.64,10.10
2026-05-09T13:03:40.776,13.93,71.8,227.61,372.64,10.20
2026-05-09T13:03:41.262,14.16,70.6,227.66,372.64,10.30
2026-05-09T13:03:41.763,13.29,75.2,227.66,372.64,10.39
2026-05-09T13:03:42.276,13.87,72.1,227.66,372.64,10.50
2026-05-09T13:03:42.765,13.43,74.5,227.66,372.64,10.59
2026-05-09T13:03:43.276,15.67,63.8,227.66,372.64,10.68
2026-05-09T13:03:43.769,15.55,64.3,227.67,372.64,10.76
2026-05-09T13:03:44.270,17.81,56.2,227.67,372.64,10.82
2026-05-09T13:03:44.771,15.52,64.4,227.67,372.64,10.91
2026-05-09T13:03:45.280,16.56,60.4,227.67,372.64,11.00
2026-05-09T13:03:45.770,17.19,58.2,227.67,372.64,11.09
2026-05-09T13:03:46.266,12.51,80.0,227.67,372.64,11.18
2026-05-09T13:03:46.762,14.03,71.3,227.67,372.64,11.27
2026-05-09T13:03:47.268,14.60,68.5,227.67,372.64,9.82
2026-05-09T13:03:47.772,13.02,76.8,227.67,372.64,9.85
2026-05-09T13:03:48.270,15.38,65.0,227.67,372.64,9.92
2026-05-09T13:03:48.770,12.86,77.8,227.65,372.64,9.99
2026-05-09T13:03:49.270,13.76,72.7,227.65,372.64,10.05
2026-05-09T13:03:49.770,12.73,78.5,227.65,372.64,10.13
2026-05-09T13:03:50.274,13.99,71.5,227.65,372.64,10.23
2026-05-09T13:03:50.776,13.63,73.4,227.65,372.64,10.33
2026-05-09T13:03:51.263,13.46,74.3,227.65,372.64,10.41
2026-05-09T13:03:51.770,14.34,69.7,227.65,372.64,10.50
2026-05-09T13:03:52.270,13.92,71.9,227.65,372.64,10.59
2026-05-09T13:03:52.770,11.93,83.8,227.66,372.64,10.69
2026-05-09T13:03:53.271,14.29,70.0,227.66,372.64,10.78
2026-05-09T13:03:53.770,13.63,73.4,227.64,372.64,10.88
2026-05-09T13:03:54.270,13.40,74.6,227.64,372.64,10.97
2026-05-09T13:03:54.770,13.28,75.3,227.64,372.64,11.08
2026-05-09T13:03:55.273,13.45,74.4,227.64,372.64,11.17
2026-05-09T13:03:55.774,14.70,68.0,227.64,372.64,11.26
2026-05-09T13:03:56.278,15.49,64.5,227.64,372.64,11.35
2026-05-09T13:03:56.769,13.39,74.7,227.64,372.64,9.85
2026-05-09T13:03:57.264,13.31,75.1,227.64,372.64,9.90
2026-05-09T13:03:57.776,13.58,73.6,227.64,372.64,9.96
2026-05-09T13:03:58.263,14.68,68.1,227.64,372.64,10.02
