timestamp_iso,event,room_id
2026-05-09T13:03:30.478,ENTER,room_1
2026-05-09T13:04:47.536,EXIT,room_1
2026-05-09T13:04:58.746,ENTER,room_2
2026-05-09T13:06:08.739,EXIT,room_2
2026-05-09T13:06:21.122,ENTER,room_3
2026-05-09T13:07:33.891,EXIT,room_3
2026-05-09T13:07:39.890,ENTER,room_4
2026-05-09T13:08:46.240,EXIT,room_4
