timestamp_iso,x,y,z
2026-05-09T13:03:30.141,-1.7026,0.0000,-0.0906
2026-05-09T13:03:30.310,-1.7026,-0.0039,-0.0906
2026-05-09T13:03:30.437,-1.5000,0.2500,-22.7500
2026-05-09T13:03:30.475,-1.5000,0.1434,-22.7500
2026-05-09T13:03:30.503,-1.5000,0.0800,-22.7500
2026-05-09T13:03:40.135,-1.4963,0.0800,-22.7502
2026-05-09T13:03:40.150,-1.4741,0.0800,-22.7484
2026-05-09T13:03:40.163,-1.4348,0.0800,-22.7432
2026-05-09T13:03:40.177,-1.3666,0.0800,-22.7292
2026-05-09T13:03:40.191,-1.3032,0.0800,-22.7155
2026-05-09T13:03:40.205,-1.2308,0.0800,-22.6973
2026-05-09T13:03:40.219,-1.1636,0.0800,-22.6797
2026-05-09T13:03:40.233,-1.0938,0.0800,-22.6609
2026-05-09T13:03:40.247,-1.0286,0.0800,-22.6429
2026-05-09T13:03:40.261,-0.9608,0.0800,-22.6240
2026-05-09T13:03:40.275,-0.8974,0.0800,-22.6062
2026-05-09T13:03:40.289,-0.8269,0.0800,-22.5864
2026-05-09T13:03:40.302,-0.7609,0.0800,-22.5679
2026-05-09T13:03:40.317,-0.6917,0.0800,-22.5485
2026-05-09T13:03:40.331,-0.6311,0.0800,-22.5316
2026-05-09T13:03:40.344,-0.5570,0.0800,-22.5109
2026-05-09T13:03:40.358,-0.4903,0.0800,-22.4922
2026-05-09T13:03:40.372,-0.4250,0.0800,-22.4740
2026-05-09T13:03:40.385,-0.3561,0.0800,-22.4547
2026-05-09T13:03:40.400,-0.2910,0.0800,-22.4392
2026-05-09T13:03:40.414,-0.2280,0.0800,-22.4282
2026-05-09T13:03:40.427,-0.1506,0.0800,-22.4228
2026-05-09T13:03:40.442,-0.0854,0.0800,-22.4221
2026-05-09T13:03:40.456,-0.0183,0.0800,-22.4269
2026-05-09T13:03:40.470,0.0558,0.0800,-22.4354
2026-05-09T13:03:40.483,0.1197,0.0800,-22.4465
2026-05-09T13:03:40.497,0.1940,0.0800,-22.4657
2026-05-09T13:03:40.511,0.2540,0.0800,-22.4835
2026-05-09T13:03:40.524,0.3238,0.0800,-22.5076
2026-05-09T13:03:40.539,0.3886,0.0800,-22.5329
2026-05-09T13:03:40.554,0.4477,0.0800,-22.5565
2026-05-09T13:03:40.566,0.5176,0.0800,-22.5861
2026-05-09T13:03:40.581,0.5821,0.0800,-22.6137
2026-05-09T13:03:40.595,0.6421,0.0800,-22.6396
2026-05-09T13:03:40.609,0.7074,0.0800,-22.6679
2026-05-09T13:03:40.623,0.7739,0.0800,-22.6968
2026-05-09T13:03:40.636,0.8383,0.0800,-22.7248
2026-05-09T13:03:40.650,0.8992,0.0800,-22.7512
2026-05-09T13:03:40.664,0.9621,0.0800,-22.7785
2026-05-09T13:03:40.679,1.0255,0.0800,-22.8061
2026-05-09T13:03:40.693,1.0891,0.0800,-22.8337
2026-05-09T13:03:40.706,1.1580,0.0800,-22.8636
2026-05-09T13:03:40.721,1.2216,0.0800,-22.8912
2026-05-09T13:03:40.734,1.2840,0.0800,-22.9182
2026-05-09T13:03:40.748,1.3509,0.0800,-22.9471
