timestamp_iso,x,y,z
2026-05-08T19:36:18.912,-1.7026,0.0000,-0.0906
2026-05-08T19:36:19.094,-1.7026,-0.0039,-0.0906
2026-05-08T19:36:19.210,-1.7500,0.2500,-22.7500
2026-05-08T19:36:19.246,-1.7500,0.1503,-22.7500
2026-05-08T19:36:19.262,-1.7500,0.0800,-22.7500
2026-05-08T19:36:21.152,-1.7568,0.0800,-22.6936
2026-05-08T19:36:21.177,-1.7713,0.0800,-22.5668
2026-05-08T19:36:21.203,-1.7850,0.0800,-22.4352
2026-05-08T19:36:21.229,-1.7962,0.0800,-22.3109
2026-05-08T19:36:21.257,-1.8063,0.0800,-22.1808
2026-05-08T19:36:21.286,-1.8148,0.0800,-22.0584
2026-05-08T19:36:21.315,-1.8227,0.0800,-21.9263
2026-05-08T19:36:21.343,-1.8297,0.0800,-21.7838
2026-05-08T19:36:21.372,-1.8352,0.0800,-21.6432
2026-05-08T19:36:21.400,-1.8393,0.0800,-21.5096
2026-05-08T19:36:21.429,-1.8423,0.0800,-21.3629
2026-05-08T19:36:21.461,-1.8437,0.0800,-21.2308
2026-05-08T19:36:21.494,-1.8445,0.0800,-21.0779
2026-05-08T19:36:21.528,-1.8447,0.0800,-21.0440
2026-05-08T19:36:21.636,-1.8444,0.0800,-21.0869
2026-05-08T19:36:21.660,-1.8442,0.0800,-21.1481
2026-05-08T19:36:21.686,-1.8443,0.0800,-21.2637
2026-05-08T19:36:21.712,-1.8429,0.0800,-21.3751
2026-05-08T19:36:21.742,-1.8401,0.0800,-21.4919
2026-05-08T19:36:21.773,-1.8356,0.0800,-21.6151
2026-05-08T19:36:21.802,-1.8289,0.0800,-21.7561
2026-05-08T19:36:21.828,-1.8207,0.0800,-21.8868
2026-05-08T19:36:21.855,-1.8110,0.0800,-21.9988
2026-05-08T19:36:21.880,-1.8002,0.0800,-22.0896
2026-05-08T19:36:21.907,-1.7890,0.0800,-22.1670
2026-05-08T19:36:21.934,-1.7772,0.0800,-22.2331
2026-05-08T19:36:21.963,-1.7648,0.0800,-22.2927
2026-05-08T19:36:21.993,-1.7503,0.0800,-22.3514
2026-05-08T19:36:22.023,-1.7328,0.0800,-22.4123
2026-05-08T19:36:22.049,-1.7136,0.0800,-22.4704
2026-05-08T19:36:22.077,-1.6950,0.0800,-22.5194
2026-05-08T19:36:22.103,-1.6782,0.0800,-22.5591
2026-05-08T19:36:22.132,-1.6603,0.0800,-22.5974
2026-05-08T19:36:22.162,-1.6433,0.0800,-22.6303
2026-05-08T19:36:22.190,-1.6375,0.0800,-22.6424
2026-05-08T19:36:22.217,-1.6655,0.0800,-22.6045
2026-05-08T19:36:22.244,-1.7168,0.0800,-22.5389
2026-05-08T19:36:22.270,-1.7762,0.0800,-22.4677
2026-05-08T19:36:22.297,-1.8505,0.0800,-22.3834
2026-05-08T19:36:22.324,-1.9265,0.0800,-22.3014
2026-05-08T19:36:22.351,-2.0080,0.0800,-22.2170
2026-05-08T19:36:22.379,-2.0895,0.0800,-22.1360
2026-05-08T19:36:22.407,-2.1750,0.0800,-22.0543
2026-05-08T19:36:22.435,-2.2644,0.0800,-21.9726
2026-05-08T19:36:22.460,-2.3526,0.0800,-21.8961
2026-05-08T19:36:22.486,-2.4413,0.0800,-21.8232
2026-05-08T19:36:22.512,-2.5230,0.0800,-21.7590
2026-05-08T19:36:22.538,-2.6079,0.0800,-21.6955
2026-05-08T19:36:22.562,-2.6966,0.0800,-21.6323
2026-05-08T19:36:22.587,-2.7885,0.0800,-21.5699
2026-05-08T19:36:22.612,-2.8738,0.0800,-21.5149
2026-05-08T19:36:22.637,-2.9540,0.0800,-21.4656
2026-05-08T19:36:22.664,-3.0395,0.0800,-21.4157
2026-05-08T19:36:22.688,-3.1232,0.0800,-21.3696
2026-05-08T19:36:22.714,-3.2066,0.0800,-21.3267
2026-05-08T19:36:22.738,-3.2758,0.0800,-21.2939
2026-05-08T19:36:22.762,-3.3419,0.0800,-21.2651
