timestamp_iso,frame_time_ms,fps,allocated_memory_mb,reserved_memory_mb,mono_used_mb
2026-05-09T16:04:55.712,14.63,68.3,274.70,416.02,13.45
2026-05-09T16:04:56.214,14.91,67.1,274.70,416.02,13.59
2026-05-09T16:04:56.714,13.62,73.4,274.70,416.02,13.71
2026-05-09T16:04:57.215,13.97,71.6,274.70,416.02,13.84
2026-05-09T16:04:57.717,14.24,70.2,274.70,416.02,13.96
2026-05-09T16:04:58.211,13.26,75.4,274.70,416.02,14.11
2026-05-09T16:04:58.711,14.24,70.2,274.70,416.02,14.26
2026-05-09T16:04:59.212,13.13,76.2,274.70,416.02,14.40
2026-05-09T16:04:59.713,13.45,74.4,274.70,416.02,14.57
2026-05-09T16:05:00.214,15.14,66.1,274.70,416.02,12.89
2026-05-09T16:05:00.711,13.42,74.5,274.70,416.02,12.96
2026-05-09T16:05:01.211,13.95,71.7,274.70,416.02,13.04
2026-05-09T16:05:01.714,13.41,74.6,274.70,416.02,13.11
2026-05-09T16:05:02.214,14.24,70.2,274.70,416.02,13.20
2026-05-09T16:05:02.714,13.21,75.7,274.70,416.02,13.30
2026-05-09T16:05:03.216,14.02,71.3,274.70,416.02,13.41
2026-05-09T16:05:03.714,13.43,74.5,274.70,416.02,13.52
2026-05-09T16:05:04.212,14.01,71.4,274.70,416.02,13.65
2026-05-09T16:05:04.711,12.88,77.7,274.70,416.02,13.79
2026-05-09T16:05:05.211,14.29,70.0,274.70,416.02,13.91
2026-05-09T16:05:05.712,13.89,72.0,274.70,416.02,14.05
2026-05-09T16:05:06.211,12.98,77.1,274.70,416.02,14.20
2026-05-09T16:05:06.712,13.77,72.6,274.68,416.02,14.38
2026-05-09T16:05:07.214,13.61,73.5,274.68,416.02,14.52
2026-05-09T16:05:07.715,13.59,73.6,274.68,416.02,12.91
2026-05-09T16:05:08.212,13.61,73.5,274.68,416.02,12.96
2026-05-09T16:05:08.710,12.86,77.7,274.68,416.02,13.04
2026-05-09T16:05:09.211,14.10,70.9,274.68,416.02,13.11
2026-05-09T16:05:09.711,12.64,79.1,274.68,416.02,13.23
2026-05-09T16:05:10.212,12.88,77.6,274.68,416.02,13.32
2026-05-09T16:05:10.712,13.60,73.5,274.68,416.02,13.41
2026-05-09T16:05:11.212,14.12,70.8,274.68,416.02,13.52
2026-05-09T16:05:11.713,14.27,70.1,274.68,416.02,13.63
2026-05-09T16:05:12.216,13.17,75.9,274.68,416.02,13.77
2026-05-09T16:05:12.714,13.60,73.6,274.68,416.02,13.88
2026-05-09T16:05:13.215,15.84,63.1,274.68,416.02,14.02
2026-05-09T16:05:13.716,13.98,71.5,274.68,416.02,14.15
2026-05-09T16:05:14.217,13.36,74.8,274.68,416.02,14.30
2026-05-09T16:05:14.718,13.75,72.7,274.68,416.02,14.46
2026-05-09T16:05:15.213,13.40,74.6,274.68,416.02,12.92
2026-05-09T16:05:15.711,14.33,69.8,274.68,416.02,12.94
2026-05-09T16:05:16.211,14.96,66.9,274.68,416.02,13.01
2026-05-09T16:05:16.712,13.85,72.2,274.68,416.02,13.08
2026-05-09T16:05:17.212,14.32,69.8,274.68,416.02,13.16
2026-05-09T16:05:17.712,14.67,68.2,274.68,416.02,13.26
2026-05-09T16:05:18.212,13.69,73.0,274.68,416.02,13.35
2026-05-09T16:05:18.713,15.05,66.4,274.68,416.02,13.44
2026-05-09T16:05:19.214,13.68,73.1,274.68,416.02,13.55
2026-05-09T16:05:19.713,14.53,68.8,274.68,416.02,13.67
2026-05-09T16:05:20.212,13.94,71.7,274.68,416.02,13.80
2026-05-09T16:05:20.716,14.33,69.8,274.68,416.02,13.91
2026-05-09T16:05:21.213,13.16,76.0,274.68,416.02,14.04
2026-05-09T16:05:21.710,12.82,78.0,274.68,416.02,14.19
2026-05-09T16:05:22.211,13.43,74.5,274.68,416.02,14.34
2026-05-09T16:05:22.712,14.07,71.1,274.68,416.02,14.49
2026-05-09T16:05:23.211,13.15,76.0,274.68,416.02,12.93
2026-05-09T16:05:23.711,13.33,75.0,274.68,416.02,12.96
2026-05-09T16:05:24.198,18.45,54.2,275.30,416.02,16.07
2026-05-09T16:05:24.709,13.14,76.1,275.30,416.02,16.19
2026-05-09T16:05:25.211,14.49,69.0,275.30,416.02,16.34
2026-05-09T16:05:25.710,14.51,68.9,275.30,416.02,16.49
2026-05-09T16:05:26.210,14.03,71.3,275.27,416.02,16.65
2026-05-09T16:05:26.710,13.70,73.0,275.27,416.02,16.82
2026-05-09T16:05:27.259,191.30,5.2,296.93,432.02,17.16
2026-05-09T16:05:27.699,14.33,69.8,296.95,432.02,17.42
2026-05-09T16:05:28.205,14.24,70.2,296.95,432.02,16.19
2026-05-09T16:05:28.710,15.10,66.2,296.94,432.02,16.41
2026-05-09T16:05:29.211,16.09,62.1,296.95,432.02,16.66
2026-05-09T16:05:29.711,16.57,60.4,296.95,432.02,16.90
2026-05-09T16:05:30.239,44.41,22.5,297.11,432.02,17.05
2026-05-09T16:05:30.721,17.69,56.5,296.99,432.02,17.66
2026-05-09T16:05:31.209,11.96,83.6,296.98,432.02,16.41
2026-05-09T16:05:31.710,12.18,82.1,296.98,432.02,16.69
2026-05-09T16:05:32.213,13.46,74.3,296.98,432.02,17.08
2026-05-09T16:05:32.712,11.49,87.0,296.98,432.02,17.48
2026-05-09T16:05:33.211,10.61,94.2,297.22,432.02,17.73
2026-05-09T16:05:33.705,10.37,96.4,297.06,432.02,18.23
2026-05-09T16:05:34.208,11.63,86.0,297.05,432.02,16.69
2026-05-09T16:05:34.708,12.85,77.8,297.05,432.02,16.99
2026-05-09T16:05:35.208,13.57,73.7,297.05,432.02,17.30
2026-05-09T16:05:35.709,14.50,69.0,297.05,432.02,17.66
2026-05-09T16:05:36.201,10.75,93.0,297.22,432.02,17.90
2026-05-09T16:05:36.707,12.85,77.8,297.06,432.02,18.36
2026-05-09T16:05:37.208,12.88,77.6,297.05,432.02,16.78
2026-05-09T16:05:37.709,14.02,71.3,297.06,432.02,17.06
2026-05-09T16:05:38.210,14.20,70.4,297.06,432.02,17.41
2026-05-09T16:05:38.711,11.75,85.1,297.03,432.02,17.80
2026-05-09T16:05:39.249,57.99,17.2,297.27,432.02,18.03
2026-05-09T16:05:39.723,13.60,73.5,297.02,432.02,18.39
2026-05-09T16:05:40.212,14.50,69.0,297.01,432.02,16.84
2026-05-09T16:05:40.711,13.71,72.9,297.02,432.02,17.09
2026-05-09T16:05:41.211,14.93,67.0,297.02,432.02,17.38
2026-05-09T16:05:41.715,14.38,69.6,297.01,432.02,17.69
2026-05-09T16:05:42.219,16.28,61.4,297.19,432.02,17.90
2026-05-09T16:05:42.711,13.87,72.1,297.00,432.02,18.15
2026-05-09T16:05:43.214,13.40,74.6,297.00,432.02,18.39
2026-05-09T16:05:43.712,14.03,71.3,297.00,432.02,18.63
2026-05-09T16:05:44.214,13.17,75.9,296.66,432.02,16.99
2026-05-09T16:05:44.717,14.38,69.5,296.66,432.02,17.13
2026-05-09T16:05:45.217,13.56,73.7,296.66,432.02,17.31
2026-05-09T16:05:45.713,12.44,80.4,296.66,432.02,17.51
2026-05-09T16:05:46.212,14.55,68.7,296.66,432.02,17.71
2026-05-09T16:05:46.711,13.25,75.5,296.66,432.02,17.93
2026-05-09T16:05:47.212,14.55,68.7,296.66,432.02,18.13
2026-05-09T16:05:47.716,14.33,69.8,296.66,432.02,18.37
2026-05-09T16:05:48.214,14.16,70.6,296.66,432.02,18.61
2026-05-09T16:05:48.714,13.04,76.7,296.66,432.02,18.88
2026-05-09T16:05:49.213,13.83,72.3,296.66,432.02,17.25
2026-05-09T16:05:49.714,14.51,68.9,296.66,432.02,17.40
2026-05-09T16:05:50.217,15.21,65.7,296.66,432.02,17.58
2026-05-09T16:05:50.717,14.74,67.8,296.66,432.02,17.77
2026-05-09T16:05:51.214,14.46,69.2,296.66,432.02,17.97
2026-05-09T16:05:51.715,14.32,69.8,296.66,432.02,18.18
2026-05-09T16:05:52.218,14.29,70.0,296.66,432.02,18.43
2026-05-09T16:05:52.713,13.23,75.6,296.66,432.02,18.68
2026-05-09T16:05:53.211,14.95,66.9,296.66,432.02,18.93
2026-05-09T16:05:53.710,14.44,69.2,296.66,432.02,17.42
2026-05-09T16:05:54.211,13.48,74.2,296.66,432.02,17.48
2026-05-09T16:05:54.713,18.32,54.6,296.64,432.02,17.67
2026-05-09T16:05:55.213,14.64,68.3,296.66,432.02,17.86
2026-05-09T16:05:55.713,14.54,68.8,296.66,432.02,18.04
2026-05-09T16:05:56.217,13.75,72.7,296.66,432.02,18.24
2026-05-09T16:05:56.718,14.46,69.1,296.64,432.02,18.46
2026-05-09T16:05:57.213,14.72,67.9,296.64,432.02,18.72
2026-05-09T16:05:57.712,12.70,78.8,296.64,432.02,18.96
2026-05-09T16:05:58.212,13.30,75.2,296.64,432.02,19.21
2026-05-09T16:05:58.712,13.72,72.9,296.64,432.02,17.66
2026-05-09T16:05:59.212,11.49,87.0,296.64,432.02,17.72
2026-05-09T16:05:59.713,13.35,74.9,296.66,432.02,17.90
2026-05-09T16:06:00.214,13.35,74.9,296.66,432.02,18.07
2026-05-09T16:06:00.714,13.40,74.6,296.66,432.02,18.27
2026-05-09T16:06:01.214,13.43,74.4,296.66,432.02,18.49
2026-05-09T16:06:01.715,13.68,73.1,296.64,432.02,18.73
2026-05-09T16:06:02.215,13.12,76.2,296.64,432.02,18.99
2026-05-09T16:06:02.715,13.20,75.7,296.64,432.02,19.24
2026-05-09T16:06:03.214,13.11,76.3,296.64,432.02,19.50
2026-05-09T16:06:03.710,16.74,59.7,296.64,432.02,17.92
2026-05-09T16:06:04.210,13.26,75.4,296.64,432.02,17.96
2026-05-09T16:06:04.712,15.52,64.4,296.64,432.02,18.10
2026-05-09T16:06:05.211,13.65,73.3,296.64,432.02,18.29
2026-05-09T16:06:05.712,13.69,73.0,296.62,432.02,18.50
2026-05-09T16:06:06.216,14.10,70.9,296.62,432.02,18.73
2026-05-09T16:06:06.713,13.94,71.7,296.62,432.02,18.98
2026-05-09T16:06:07.213,12.81,78.1,296.62,432.02,19.23
2026-05-09T16:06:07.713,13.11,76.3,296.62,432.02,19.49
2026-05-09T16:06:08.214,13.07,76.5,296.62,432.02,19.75
2026-05-09T16:06:08.714,13.22,75.7,296.62,432.02,20.02
2026-05-09T16:06:09.215,13.60,73.5,296.62,432.02,18.19
2026-05-09T16:06:09.717,14.01,71.4,296.55,432.02,18.35
2026-05-09T16:06:10.218,13.19,75.8,296.55,432.02,18.52
2026-05-09T16:06:10.718,13.93,71.8,296.55,432.02,18.70
2026-05-09T16:06:11.215,13.38,74.7,296.55,432.02,18.90
2026-05-09T16:06:11.710,13.25,75.5,296.55,432.02,19.13
2026-05-09T16:06:12.211,16.36,61.1,296.61,432.02,19.50
2026-05-09T16:06:12.709,14.18,70.5,296.61,432.02,19.81
2026-05-09T16:06:13.214,15.46,64.7,296.61,432.02,20.13
2026-05-09T16:06:13.717,13.95,71.7,296.61,432.02,18.47
2026-05-09T16:06:14.215,12.36,80.9,296.61,432.02,18.59
2026-05-09T16:06:14.713,13.34,75.0,296.59,432.02,18.80
2026-05-09T16:06:15.211,13.80,72.5,296.59,432.02,19.03
2026-05-09T16:06:15.710,12.53,79.8,296.59,432.02,19.27
2026-05-09T16:06:16.208,13.13,76.2,296.59,432.02,19.51
2026-05-09T16:06:16.710,14.29,70.0,296.59,432.02,19.80
2026-05-09T16:06:17.214,13.98,71.5,296.59,432.02,20.12
2026-05-09T16:06:17.713,12.32,81.2,296.59,432.02,20.42
2026-05-09T16:06:18.213,11.38,87.9,296.59,432.02,20.73
2026-05-09T16:06:18.712,12.67,78.9,296.59,432.02,18.75
2026-05-09T16:06:19.212,12.65,79.1,296.59,432.02,18.96
2026-05-09T16:06:19.717,14.59,68.5,296.59,432.02,19.18
2026-05-09T16:06:20.213,13.12,76.2,296.59,432.02,19.41
2026-05-09T16:06:20.709,13.42,74.5,296.59,432.02,19.65
2026-05-09T16:06:21.211,14.39,69.5,296.59,432.02,19.94
2026-05-09T16:06:21.709,13.11,76.3,296.59,432.02,20.25
2026-05-09T16:06:22.210,14.77,67.7,296.59,432.02,20.55
2026-05-09T16:06:22.710,14.60,68.5,296.59,432.02,20.88
2026-05-09T16:06:23.211,13.98,71.5,296.59,432.02,18.91
2026-05-09T16:06:23.712,14.61,68.4,296.59,432.02,19.09
2026-05-09T16:06:24.213,14.20,70.4,296.59,432.02,19.30
2026-05-09T16:06:24.716,14.97,66.8,296.59,432.02,19.54
2026-05-09T16:06:25.211,14.50,69.0,296.59,432.02,19.78
