timestamp_iso,event,room_id
2026-05-09T12:44:29.329,ENTER,room_1
2026-05-09T12:45:16.284,EXIT,room_1
2026-05-09T12:45:21.774,ENTER,room_2
2026-05-09T12:46:05.250,EXIT,room_2
2026-05-09T12:46:11.977,ENTER,room_3
2026-05-09T12:47:02.073,EXIT,room_3
2026-05-09T12:47:05.791,ENTER,room_4
2026-05-09T12:47:59.659,EXIT,room_4
