timestamp_iso,event,room_id
2026-05-09T17:22:29.193,ENTER,room_1
2026-05-09T17:24:10.992,EXIT,room_1
2026-05-09T17:24:33.113,ENTER,room_2
2026-05-09T17:25:36.698,EXIT,room_2
2026-05-09T17:25:44.974,ENTER,room_3
2026-05-09T17:26:59.058,EXIT,room_3
2026-05-09T17:27:10.214,ENTER,room_4
2026-05-09T17:28:10.099,EXIT,room_4
