timestamp_iso,x,y,z
2026-05-09T17:22:28.870,-1.7026,0.0000,-0.0906
2026-05-09T17:22:29.039,-1.7026,-0.0039,-0.0906
2026-05-09T17:22:29.157,-1.5000,0.2500,-22.7500
2026-05-09T17:22:29.190,-1.5000,0.1399,-22.7500
2026-05-09T17:22:29.206,-1.5000,0.0800,-22.7500
2026-05-09T17:23:10.783,-1.4971,0.0800,-22.7508
2026-05-09T17:23:10.797,-1.4827,0.0800,-22.7545
2026-05-09T17:23:10.811,-1.4672,0.0800,-22.7589
2026-05-09T17:23:10.825,-1.4502,0.0800,-22.7640
2026-05-09T17:23:10.839,-1.4300,0.0800,-22.7706
2026-05-09T17:23:10.853,-1.4089,0.0800,-22.7779
2026-05-09T17:23:10.867,-1.3883,0.0800,-22.7856
2026-05-09T17:23:10.881,-1.3631,0.0800,-22.7955
2026-05-09T17:23:10.894,-1.3347,0.0800,-22.8073
2026-05-09T17:23:10.908,-1.3008,0.0800,-22.8221
2026-05-09T17:23:10.922,-1.2665,0.0800,-22.8378
2026-05-09T17:23:10.936,-1.2293,0.0800,-22.8556
2026-05-09T17:23:10.951,-1.1816,0.0800,-22.8793
2026-05-09T17:23:10.964,-1.1416,0.0800,-22.9000
2026-05-09T17:23:10.977,-1.0899,0.0800,-22.9275
2026-05-09T17:23:10.993,-1.0441,0.0800,-22.9525
2026-05-09T17:23:11.006,-1.0036,0.0800,-22.9752
2026-05-09T17:23:11.019,-0.9750,0.0800,-22.9914
2026-05-09T17:23:11.034,-0.9527,0.0800,-23.0040
2026-05-09T17:23:11.047,-0.9337,0.0800,-23.0147
2026-05-09T17:23:11.062,-0.8935,0.0800,-23.0372
2026-05-09T17:23:11.075,-0.8467,0.0800,-23.0628
2026-05-09T17:23:11.089,-0.8007,0.0800,-23.0871
2026-05-09T17:23:11.103,-0.7576,0.0800,-23.1089
2026-05-09T17:23:11.117,-0.7114,0.0800,-23.1314
2026-05-09T17:23:11.131,-0.6686,0.0800,-23.1512
2026-05-09T17:23:11.145,-0.6214,0.0800,-23.1722
2026-05-09T17:23:11.159,-0.5765,0.0800,-23.1912
2026-05-09T17:23:11.173,-0.5280,0.0800,-23.2110
2026-05-09T17:23:11.187,-0.4791,0.0800,-23.2300
2026-05-09T17:23:11.201,-0.4304,0.0800,-23.2481
2026-05-09T17:23:11.214,-0.3802,0.0800,-23.2660
2026-05-09T17:23:11.229,-0.3323,0.0800,-23.2822
2026-05-09T17:23:11.242,-0.2828,0.0800,-23.2981
2026-05-09T17:23:11.256,-0.2337,0.0800,-23.3132
2026-05-09T17:23:11.270,-0.1869,0.0800,-23.3268
2026-05-09T17:23:11.284,-0.1362,0.0800,-23.3407
2026-05-09T17:23:11.297,-0.0898,0.0800,-23.3527
2026-05-09T17:23:11.311,-0.0415,0.0800,-23.3644
2026-05-09T17:23:11.326,0.0061,0.0800,-23.3753
2026-05-09T17:23:11.339,0.0548,0.0800,-23.3856
2026-05-09T17:23:11.353,0.1084,0.0800,-23.3962
2026-05-09T17:23:11.367,0.1547,0.0800,-23.4045
2026-05-09T17:23:11.381,0.2052,0.0800,-23.4128
2026-05-09T17:23:11.395,0.2580,0.0800,-23.4208
2026-05-09T17:23:11.408,0.3094,0.0800,-23.4277
2026-05-09T17:23:11.423,0.3595,0.0800,-23.4337
2026-05-09T17:23:11.436,0.4080,0.0800,-23.4388
2026-05-09T17:23:11.451,0.4653,0.0800,-23.4439
2026-05-09T17:23:11.465,0.5118,0.0800,-23.4474
2026-05-09T17:23:11.477,0.5669,0.0800,-23.4507
2026-05-09T17:23:11.492,0.6156,0.0800,-23.4528
2026-05-09T17:23:11.506,0.6639,0.0800,-23.4543
2026-05-09T17:23:11.519,0.7179,0.0800,-23.4552
2026-05-09T17:23:11.534,0.7675,0.0800,-23.4552
2026-05-09T17:23:11.548,0.8160,0.0800,-23.4545
2026-05-09T17:23:11.561,0.8690,0.0800,-23.4530
2026-05-09T17:23:11.574,0.9204,0.0800,-23.4508
2026-05-09T17:23:11.589,0.9716,0.0800,-23.4478
2026-05-09T17:23:11.603,1.0234,0.0800,-23.4440
2026-05-09T17:23:11.617,1.0626,0.0800,-23.4407
2026-05-09T17:23:11.631,1.0836,0.0800,-23.4388
2026-05-09T17:23:11.645,1.0901,0.0800,-23.4382
2026-05-09T17:23:11.658,1.0920,0.0800,-23.4381
2026-05-09T17:23:12.116,1.1100,0.0800,-23.4363
2026-05-09T17:23:12.131,1.1448,0.0800,-23.4329
2026-05-09T17:23:12.144,1.2129,0.0800,-23.4263
