timestamp_iso,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
2026-05-09T17:22:28.871,-1.7026,0.0000,-0.0906,0.0000,0.0000,0.0000,1.0000
2026-05-09T17:22:29.040,-1.7026,-0.0039,-0.0906,0.0000,0.0000,0.0000,1.0000
2026-05-09T17:22:29.157,-1.3749,1.6641,-23.0304,-0.5171,-0.3289,0.4240,-0.6668
2026-05-09T17:22:29.190,-1.4291,1.5534,-23.0660,-0.4640,-0.4552,0.4861,-0.5841
2026-05-09T17:22:29.206,-1.4373,1.4907,-23.0730,-0.4404,-0.4642,0.4729,-0.6057
2026-05-09T17:22:29.249,-1.4382,1.4917,-23.0724,-0.4484,-0.4568,0.4694,-0.6082
2026-05-09T17:22:29.274,-1.4395,1.4937,-23.0724,-0.4496,-0.4381,0.4479,-0.6366
2026-05-09T17:22:29.287,-1.4403,1.4939,-23.0739,-0.4507,-0.4236,0.4460,-0.6470
2026-05-09T17:22:29.301,-1.4418,1.4953,-23.0748,-0.4526,-0.4152,0.4423,-0.6535
2026-05-09T17:22:29.314,-1.4429,1.4972,-23.0757,-0.4566,-0.4047,0.4361,-0.6615
2026-05-09T17:22:29.328,-1.4446,1.4991,-23.0760,-0.4586,-0.3979,0.4273,-0.6699
2026-05-09T17:22:29.342,-1.4456,1.5001,-23.0766,-0.4615,-0.3900,0.4188,-0.6779
2026-05-09T17:22:29.356,-1.4466,1.5009,-23.0772,-0.4638,-0.3822,0.4124,-0.6846
2026-05-09T17:22:29.370,-1.4477,1.5017,-23.0781,-0.4655,-0.3739,0.4082,-0.6906
2026-05-09T17:22:29.384,-1.4485,1.5028,-23.0780,-0.4724,-0.3664,0.4015,-0.6938
2026-05-09T17:22:29.398,-1.4502,1.5045,-23.0789,-0.4752,-0.3600,0.3934,-0.6999
2026-05-09T17:22:29.411,-1.4518,1.5053,-23.0799,-0.4738,-0.3550,0.3853,-0.7078
2026-05-09T17:22:29.425,-1.4524,1.5070,-23.0799,-0.4781,-0.3500,0.3798,-0.7104
2026-05-09T17:22:29.439,-1.4536,1.5069,-23.0804,-0.4825,-0.3467,0.3771,-0.7104
2026-05-09T17:22:29.454,-1.4549,1.5068,-23.0809,-0.4839,-0.3446,0.3744,-0.7120
2026-05-09T17:22:29.467,-1.4558,1.5064,-23.0821,-0.4827,-0.3403,0.3764,-0.7138
2026-05-09T17:22:29.481,-1.4568,1.5071,-23.0825,-0.4850,-0.3372,0.3764,-0.7137
2026-05-09T17:22:29.495,-1.4588,1.5074,-23.0835,-0.4866,-0.3369,0.3756,-0.7132
2026-05-09T17:22:29.509,-1.4605,1.5075,-23.0852,-0.4841,-0.3368,0.3755,-0.7150
2026-05-09T17:22:29.523,-1.4616,1.5078,-23.0860,-0.4832,-0.3367,0.3763,-0.7152
2026-05-09T17:22:29.537,-1.4565,1.5135,-23.0862,-0.4773,-0.3328,0.3928,-0.7121
2026-05-09T17:22:29.550,-1.4573,1.5187,-23.0829,-0.4562,-0.3521,0.3942,-0.7159
2026-05-09T17:22:29.565,-1.4564,1.5224,-23.0803,-0.4324,-0.3744,0.4003,-0.7160
2026-05-09T17:22:29.579,-1.4529,1.5258,-23.0782,-0.4222,-0.3862,0.4105,-0.7100
2026-05-09T17:22:29.593,-1.4494,1.5268,-23.0751,-0.4216,-0.3937,0.4201,-0.7006
2026-05-09T17:22:29.606,-1.4481,1.5271,-23.0731,-0.4294,-0.3974,0.4272,-0.6893
2026-05-09T17:22:29.621,-1.4475,1.5269,-23.0720,-0.4364,-0.3969,0.4295,-0.6838
2026-05-09T17:22:29.634,-1.4493,1.5250,-23.0734,-0.4307,-0.3961,0.4237,-0.6915
2026-05-09T17:22:29.648,-1.4506,1.5226,-23.0750,-0.4131,-0.3978,0.4130,-0.7075
2026-05-09T17:22:29.663,-1.4497,1.5194,-23.0763,-0.3955,-0.3956,0.4016,-0.7251
2026-05-09T17:22:29.675,-1.4476,1.5196,-23.0749,-0.3928,-0.3918,0.3967,-0.7314
2026-05-09T17:22:29.698,-1.4441,1.5215,-23.0740,-0.3992,-0.3854,0.3974,-0.7309
2026-05-09T17:22:29.713,-1.4430,1.5188,-23.0766,-0.4057,-0.3671,0.3968,-0.7370
2026-05-09T17:22:29.728,-1.4435,1.5153,-23.0770,-0.4070,-0.3578,0.3844,-0.7474
2026-05-09T17:22:29.741,-1.4444,1.5140,-23.0778,-0.4036,-0.3511,0.3644,-0.7623
