timestamp_iso,event,room_id
2026-05-08T19:36:19.249,ENTER,room_1
2026-05-08T19:37:20.375,EXIT,room_1
2026-05-08T19:37:27.377,ENTER,room_2
2026-05-08T19:38:21.233,EXIT,room_2
2026-05-08T19:38:28.418,ENTER,room_3
2026-05-08T19:39:37.354,EXIT,room_3
2026-05-08T19:39:45.768,ENTER,room_4
2026-05-08T19:40:51.381,EXIT,room_4
